,strain_full,strain_short,species,gc,accession,gc_percent,genome_components,chromosomes,total_seq_length,genes_nc,genes_coding,pseudogenes,total_genes
0,Escherichia coli,FDAARGOS_1286,Escherichia coli,GCF_016903375.1,Escherichia coli,50.5,8,8,5168953,126,4745,190,5061
0,Escherichia coli,FDAARGOS_1302,Escherichia coli,GCF_016903435.1,Escherichia coli,50.5,5,5,5130876,116,4698,212,5026
0,Escherichia coli,FDAARGOS_1373,Escherichia coli,GCF_016903535.1,Escherichia coli,50.5,1,1,4825083,113,4374,132,4619
0,Escherichia coli,FDAARGOS_1279,Escherichia coli,GCF_016903595.1,Escherichia coli,50.5,4,4,5346695,122,4870,188,5180
0,Escherichia coli,FDAARGOS_1304,Escherichia coli,GCF_016903615.1,Escherichia coli,50.5,2,2,5274569,125,4885,203,5213
0,Escherichia coli,FDAARGOS_1280,Escherichia coli,GCF_016903815.1,Escherichia coli,50.5,8,8,5496727,126,5063,211,5400
0,Escherichia coli,FDAARGOS_1299,Escherichia coli,GCF_016903835.1,Escherichia coli,50.5,2,2,5170636,116,4733,192,5041
0,Escherichia coli,FDAARGOS_1291,Escherichia coli,GCF_016903855.1,Escherichia coli,50.5,10,10,5232231,121,4801,205,5127
0,Escherichia coli,FDAARGOS_1300,Escherichia coli,GCF_016903915.1,Escherichia coli,50.5,11,11,5457554,117,5063,243,5423
0,Escherichia coli,FDAARGOS_1288,Escherichia coli,GCF_016903935.1,Escherichia coli,50.5,8,8,5681879,127,5323,209,5659
0,Escherichia coli,FDAARGOS_1337,Escherichia coli,GCF_016903995.1,Escherichia coli,50.5,11,11,4967391,122,4547,181,4850
0,Escherichia coli,FDAARGOS_1293,Escherichia coli,GCF_016904055.1,Escherichia coli,50.5,3,3,5140750,114,4641,215,4970
0,Escherichia coli,FDAARGOS_1303,Escherichia coli,GCF_016904075.1,Escherichia coli,50.5,2,2,5292431,117,4908,191,5216
0,Escherichia coli,FDAARGOS_1290,Escherichia coli,GCF_016904115.1,Escherichia coli,50.5,9,9,5206932,121,4798,132,5051
0,Escherichia coli,FDAARGOS_1372,Escherichia coli,GCF_016904175.1,Escherichia coli,50.5,3,3,4823526,114,4458,128,4700
0,Escherichia coli,FDAARGOS_1296,Escherichia coli,GCF_016904195.1,Escherichia coli,50.5,3,3,5000651,115,4579,182,4876
0,Escherichia coli,FDAARGOS_1287,Escherichia coli,GCF_016904235.1,Escherichia coli,50.5,6,6,5544873,122,5182,251,5555
0,Escherichia coli,FDAARGOS_1371,Escherichia coli,GCF_016904255.1,Escherichia coli,50.5,6,6,5140426,118,4637,173,4928
0,Escherichia coli,FDAARGOS_1370,Escherichia coli,GCF_016904335.1,Escherichia coli,50.5,6,6,5343218,118,4834,210,5162
0,Escherichia coli,FDAARGOS_1277,Escherichia coli,GCF_016904395.1,Escherichia coli,50.5,2,2,4751330,117,4300,184,4601
0,Escherichia coli,FDAARGOS_1301,Escherichia coli,GCF_016904435.1,Escherichia coli,50.5,4,4,5205234,121,4776,181,5078
0,Escherichia coli,FDAARGOS_1298,Escherichia coli,GCF_016904455.1,Escherichia coli,50.5,9,9,5365154,119,4962,207,5288
0,Escherichia coli,FDAARGOS_1292,Escherichia coli,GCF_016904475.1,Escherichia coli,50.5,8,8,5120593,115,4698,179,4992
0,Escherichia coli,FDAARGOS_1281,Escherichia coli,GCF_016904495.1,Escherichia coli,50.5,12,12,5590265,130,5152,241,5523
0,Escherichia coli,FDAARGOS_1297,Escherichia coli,GCF_016904535.1,Escherichia coli,50.5,3,3,5183774,117,4732,201,5050
0,Escherichia coli,FDAARGOS_1285,Escherichia coli,GCF_016904555.1,Escherichia coli,50.5,6,6,5189441,115,4595,253,4963
0,Escherichia coli,FDAARGOS_1276,Escherichia coli,GCF_016904575.1,Escherichia coli,50.5,1,1,5082423,119,4543,171,4833
0,Escherichia coli,FDAARGOS_1283,Escherichia coli,GCF_016904615.1,Escherichia coli,50.5,7,7,5214956,124,4788,207,5119
0,Escherichia coli,FDAARGOS_1284,Escherichia coli,GCF_016904655.1,Escherichia coli,50.5,2,2,5067769,114,4602,190,4906
0,Escherichia coli,10R,Escherichia coli,GCF_016904695.1,Escherichia coli,50.5,1,1,4678626,120,4218,157,4495
0,Escherichia coli,ESC53083,Escherichia coli,GCF_016939795.1,Escherichia coli,50.5,7,7,5181914,113,4782,233,5128
0,Escherichia coli,BS74R-D,Escherichia coli,GCF_016942475.1,Escherichia coli,50.0,9,9,5230819,123,4772,282,5177
0,Escherichia coli,BS90R-A,Escherichia coli,GCF_016942505.1,Escherichia coli,50.5,8,8,5086828,119,4666,146,4931
0,Escherichia coli,BS15R-A,Escherichia coli,GCF_016942535.1,Escherichia coli,50.5,4,4,5012816,125,4617,184,4926
0,Escherichia coli,EM22-18-53,Escherichia coli,GCF_016942575.1,Escherichia coli,50.5,8,8,5115476,120,4562,287,4969
0,Escherichia coli,EM20-18-50,Escherichia coli,GCF_016942595.1,Escherichia coli,50.5,6,6,4681187,118,4228,226,4572
0,Escherichia coli,EM18-18-42,Escherichia coli,GCF_016942615.1,Escherichia coli,50.5,3,3,4979338,121,4518,223,4862
0,Escherichia coli,EM10-18-28,Escherichia coli,GCF_016942635.1,Escherichia coli,50.5,3,3,5087318,116,4640,165,4921
0,Escherichia coli,EM06-18-14,Escherichia coli,GCF_016942655.1,Escherichia coli,50.5,4,4,5023026,119,4584,166,4869
0,Escherichia coli,EM03-18-08,Escherichia coli,GCF_016944635.1,Escherichia coli,50.5,4,4,4953876,121,4505,202,4828
0,Escherichia coli,EF7-18-51,Escherichia coli,GCF_016944655.1,Escherichia coli,50.5,5,5,4766465,119,4314,227,4660
0,Escherichia coli,EF5-18-41,Escherichia coli,GCF_016944675.1,Escherichia coli,50.0,7,7,5776675,118,5345,266,5729
0,Escherichia coli,EH10-18-47,Escherichia coli,GCF_016944695.1,Escherichia coli,50.5,4,4,4739365,115,4293,215,4623
0,Escherichia coli,EH09-18-41,Escherichia coli,GCF_016944715.1,Escherichia coli,50.5,8,8,5116006,124,4712,194,5030
0,Escherichia coli,EH08-18-36,Escherichia coli,GCF_016944735.1,Escherichia coli,50.5,4,4,4980313,124,4568,205,4897
0,Escherichia coli,EH01-18-04-A,Escherichia coli,GCF_016944755.1,Escherichia coli,50.5,3,3,5266847,115,4899,217,5231
0,Escherichia coli,EH01-18-02,Escherichia coli,GCF_016944775.1,Escherichia coli,50.5,7,7,4937486,121,4471,195,4787
0,Escherichia coli,99COLEC,Escherichia coli,GCF_017088405.1,Escherichia coli,50.0,4,4,4947804,125,4460,183,4768
0,Escherichia coli,88COLEC,Escherichia coli,GCF_017088425.1,Escherichia coli,50.5,8,8,5157225,119,4633,195,4947
0,Escherichia coli,40EC,Escherichia coli,GCF_017088445.1,Escherichia coli,50.5,10,10,5254905,117,4856,177,5150
0,Escherichia coli,65COLEC,Escherichia coli,GCF_017088465.1,Escherichia coli,50.5,6,6,5055327,119,4558,207,4884
0,Escherichia coli,30COLEC,Escherichia coli,GCF_017088485.1,Escherichia coli,50.5,5,5,4761190,123,4290,191,4604
0,Escherichia coli,C439,Escherichia coli,GCF_017161035.1,Escherichia coli,50.5,2,2,4762778,122,4337,203,4662
0,Escherichia coli,RCAD0514,Escherichia coli,GCF_017161345.1,Escherichia coli,50.5,4,4,4951226,115,4435,315,4865
0,Escherichia coli,LZYWN_4,Escherichia coli,GCF_017310055.1,Escherichia coli,50.5,8,8,4898936,118,4501,193,4812
0,Escherichia coli,IR53017,Escherichia coli,GCF_017310445.1,Escherichia coli,50.0,5,5,5628624,116,5214,259,5589
0,Escherichia coli O157:H7,Z1836,Escherichia coli,GCF_017164755.1,Escherichia coli O157:H7,50.5,2,2,5630159,133,5238,294,5665
0,Escherichia coli O157:H7,Z1835,Escherichia coli,GCF_017164775.1,Escherichia coli O157:H7,50.0,2,2,5582607,130,5171,301,5602
0,Escherichia coli O157:H7,Z1834,Escherichia coli,GCF_017164795.1,Escherichia coli O157:H7,50.5,3,3,5633962,131,5210,279,5620
0,Escherichia coli O157:H7,Z1833,Escherichia coli,GCF_017164815.1,Escherichia coli O157:H7,50.0,3,3,5649174,136,5206,312,5654
0,Escherichia coli O157:H7,Z1832,Escherichia coli,GCF_017164835.1,Escherichia coli O157:H7,50.0,3,3,5649196,136,5216,301,5653
0,Escherichia coli O157:H7,Z1831,Escherichia coli,GCF_017164855.1,Escherichia coli O157:H7,50.0,2,2,5613214,136,5174,301,5611
0,Escherichia coli O157:H7,Z1830,Escherichia coli,GCF_017164875.1,Escherichia coli O157:H7,50.0,2,2,5611611,136,5171,305,5612
0,Escherichia coli O157:H7,Z1826,Escherichia coli,GCF_017164895.1,Escherichia coli O157:H7,50.5,2,2,5619058,136,5198,289,5623
0,Escherichia coli O157:H7,Z1825,Escherichia coli,GCF_017164915.1,Escherichia coli O157:H7,50.5,2,2,5641483,137,5231,291,5659
0,Escherichia coli O157:H7,Z1816,Escherichia coli,GCF_017164935.1,Escherichia coli O157:H7,50.5,2,2,5651163,137,5231,301,5669
0,Escherichia coli O157:H7,Z1815,Escherichia coli,GCF_017164955.1,Escherichia coli O157:H7,50.5,2,2,5652528,137,5221,315,5673
0,Escherichia coli O157:H7,Z1814,Escherichia coli,GCF_017164975.1,Escherichia coli O157:H7,50.0,2,2,5612251,135,5136,347,5618
0,Escherichia coli O157:H7,Z1813,Escherichia coli,GCF_017164995.1,Escherichia coli O157:H7,50.5,2,2,5684358,137,5277,302,5716
0,Escherichia coli O157:H7,Z1812,Escherichia coli,GCF_017165015.1,Escherichia coli O157:H7,50.0,2,2,5606380,136,5176,288,5600
0,Escherichia coli O157:H7,Z1811,Escherichia coli,GCF_017165035.1,Escherichia coli O157:H7,50.0,2,2,5604360,136,5180,288,5604
0,Escherichia coli O157:H7,Z1769,Escherichia coli,GCF_017165055.1,Escherichia coli O157:H7,50.0,2,2,5609253,136,5179,296,5611
0,Escherichia coli O157:H7,Z1768,Escherichia coli,GCF_017165075.1,Escherichia coli O157:H7,50.0,2,2,5609264,136,5186,287,5609
0,Escherichia coli O157:H7,Z1767,Escherichia coli,GCF_017165095.1,Escherichia coli O157:H7,50.0,3,3,5612529,136,5175,305,5616
0,Escherichia coli O157:H7,Z1723,Escherichia coli,GCF_017165115.1,Escherichia coli O157:H7,50.0,3,3,5825793,144,5415,309,5868
0,Escherichia coli O157:H7,Z1766,Escherichia coli,GCF_017165135.1,Escherichia coli O157:H7,50.0,3,3,5612573,136,5191,290,5617
0,Escherichia coli O157:H7,Z1626,Escherichia coli,GCF_017165155.1,Escherichia coli O157:H7,50.0,2,2,5609276,136,5175,293,5604
0,Escherichia coli O157:H7,Z1615,Escherichia coli,GCF_017165215.1,Escherichia coli O157:H7,50.0,2,2,5611694,136,5184,295,5615
0,Escherichia coli O157:H7,Z1504,Escherichia coli,GCF_017165235.1,Escherichia coli O157:H7,50.0,3,3,5600699,135,5175,288,5598
0,Escherichia coli O157:H7,Z1486,Escherichia coli,GCF_017165255.1,Escherichia coli O157:H7,50.0,3,3,5613850,136,5181,296,5613
0,Escherichia coli O157:H7,Z910,Escherichia coli,GCF_017165275.1,Escherichia coli O157:H7,50.0,3,3,5600778,136,5177,285,5598
0,Escherichia coli O157:H7,Z903,Escherichia coli,GCF_017165295.1,Escherichia coli O157:H7,50.0,3,3,5613910,136,5188,289,5613
0,Escherichia coli O157:H7,Z887,Escherichia coli,GCF_017165315.1,Escherichia coli O157:H7,50.5,2,2,5625781,136,5211,283,5630
0,Escherichia coli O157:H7,Z892,Escherichia coli,GCF_017165335.1,Escherichia coli O157:H7,50.0,3,3,5603028,136,5180,286,5602
0,Escherichia coli O157:H7,Z885,Escherichia coli,GCF_017165355.1,Escherichia coli O157:H7,50.0,3,3,5624856,136,5209,281,5626
0,Escherichia coli O157:H7,Z866,Escherichia coli,GCF_017165375.1,Escherichia coli O157:H7,50.0,3,3,5656808,136,5231,302,5669
0,Escherichia coli O157:H7,Z869,Escherichia coli,GCF_017165395.1,Escherichia coli O157:H7,50.0,5,5,5817871,140,5454,306,5900
0,Escherichia coli O157:H7,Z852,Escherichia coli,GCF_017165415.1,Escherichia coli O157:H7,50.0,2,2,5554322,132,5124,278,5534
0,Escherichia coli O157:H7,Z570,Escherichia coli,GCF_017165435.1,Escherichia coli O157:H7,50.0,3,3,5649359,136,5240,291,5667
0,Escherichia coli O157:H7,Z563,Escherichia coli,GCF_017165455.1,Escherichia coli O157:H7,50.0,4,4,5633885,136,5210,291,5637
0,Flagellatimonas centrodinii,R2A-3,Flagellatimonas centrodinii,GCF_016918765.2,Flagellatimonas centrodinii,65.0,2,2,3608892,59,3363,35,3457
0,Fulvivirga lutea,S481,Fulvivirga lutea,GCF_017068455.1,Fulvivirga lutea,37.0,1,1,4137993,46,3615,11,3672
0,Glaciimonas sp. PAMC28666,PAMC28666,Glaciimonas sp. PAMC28666,GCF_016917355.1,Glaciimonas sp. PAMC28666,51.0,1,1,5230360,72,4350,54,4476
0,Glutamicibacter protophormiae,R912,Glutamicibacter protophormiae,GCF_016894325.1,Glutamicibacter protophormiae,63.5,3,3,3933924,88,3542,52,3682
0,Gordonia sp. PDNC005,PDNC005,Gordonia sp. PDNC005,GCF_016919385.1,Gordonia sp. PDNC005,66.0,1,1,4260791,68,4004,26,4098
0,Haemophilus parahaemolyticus,FDAARGOS_1199,Haemophilus parahaemolyticus,GCF_016889385.1,Haemophilus parahaemolyticus,40.0,2,2,2093459,82,1903,57,2042
0,Hydrogenophaga sp. YM1,YM1,Hydrogenophaga sp. YM1,GCF_016903055.1,Hydrogenophaga sp. YM1,69.5,1,1,4728845,55,4366,43,4464
0,Hyphomonas sp. KY3,KY3,Hyphomonas sp. KY3,GCF_017309975.1,Hyphomonas sp. KY3,58.0,1,1,3542349,46,3366,8,3420
0,Klebsiella aerogenes,EA46506,Klebsiella aerogenes,GCF_016939495.1,Klebsiella aerogenes,54.5,2,2,5197914,122,4798,71,4991
0,Klebsiella oxytoca,FDAARGOS_1334,Klebsiella oxytoca,GCF_016903415.1,Klebsiella oxytoca,54.5,24,24,6234631,117,5682,110,5909
0,Klebsiella oxytoca,FDAARGOS_1332,Klebsiella oxytoca,GCF_016903715.1,Klebsiella oxytoca,54.5,3,3,6050634,116,5439,93,5648
0,Klebsiella oxytoca,FDAARGOS_1333,Klebsiella oxytoca,GCF_016903975.1,Klebsiella oxytoca,55.0,5,5,6062858,114,5477,119,5710
0,Klebsiella oxytoca,FDAARGOS_1331,Klebsiella oxytoca,GCF_016904515.1,Klebsiella oxytoca,55.0,4,4,6008016,116,5477,91,5684
0,Klebsiella oxytoca,IR5392,Klebsiella oxytoca,GCF_017310465.1,Klebsiella oxytoca,54.5,5,5,6366360,120,5827,117,6064
0,Klebsiella pneumoniae,FDAARGOS_1327,Klebsiella pneumoniae,GCF_016903115.1,Klebsiella pneumoniae,57.0,12,12,5496967,125,5231,97,5453
0,Klebsiella pneumoniae,FDAARGOS_1326,Klebsiella pneumoniae,GCF_016903155.1,Klebsiella pneumoniae,57.0,7,7,5521577,122,5185,126,5433
0,Klebsiella pneumoniae,FDAARGOS_1305,Klebsiella pneumoniae,GCF_016903195.1,Klebsiella pneumoniae,56.5,7,7,5765871,123,5363,213,5699
0,Klebsiella pneumoniae,FDAARGOS_1324,Klebsiella pneumoniae,GCF_016903235.1,Klebsiella pneumoniae,57.0,8,8,5650258,127,5338,146,5611
0,Klebsiella pneumoniae,FDAARGOS_1311,Klebsiella pneumoniae,GCF_016903255.1,Klebsiella pneumoniae,57.0,3,3,5560966,130,5178,140,5448
0,Klebsiella pneumoniae,FDAARGOS_1323,Klebsiella pneumoniae,GCF_016903295.1,Klebsiella pneumoniae,57.0,9,9,5490947,124,5071,109,5304
0,Klebsiella pneumoniae,FDAARGOS_1313,Klebsiella pneumoniae,GCF_016903395.1,Klebsiella pneumoniae,56.5,9,9,5783081,124,5452,160,5736
0,Klebsiella pneumoniae,FDAARGOS_1318,Klebsiella pneumoniae,GCF_016903455.1,Klebsiella pneumoniae,57.5,1,1,5204685,124,4881,84,5089
0,Klebsiella pneumoniae,FDAARGOS_1315,Klebsiella pneumoniae,GCF_016903475.1,Klebsiella pneumoniae,57.0,5,5,5532363,124,5169,158,5451
0,Klebsiella pneumoniae,FDAARGOS_1312,Klebsiella pneumoniae,GCF_016903495.1,Klebsiella pneumoniae,57.0,2,2,5566782,122,5068,143,5333
0,Klebsiella pneumoniae,FDAARGOS_1330,Klebsiella pneumoniae,GCF_016903515.1,Klebsiella pneumoniae,57.0,14,14,5488143,127,5131,105,5363
0,Klebsiella pneumoniae,FDAARGOS_1325,Klebsiella pneumoniae,GCF_016903735.1,Klebsiella pneumoniae,57.0,4,4,5493348,123,5159,128,5410
0,Klebsiella pneumoniae,FDAARGOS_1317,Klebsiella pneumoniae,GCF_016903755.1,Klebsiella pneumoniae,57.5,1,1,5278156,130,4967,76,5173
0,Klebsiella pneumoniae,FDAARGOS_1307,Klebsiella pneumoniae,GCF_016903775.1,Klebsiella pneumoniae,56.5,5,5,5674607,123,5298,127,5548
0,Klebsiella pneumoniae,FDAARGOS_1308,Klebsiella pneumoniae,GCF_016903795.1,Klebsiella pneumoniae,57.0,3,3,5550768,123,5150,133,5406
0,Klebsiella pneumoniae,FDAARGOS_1329,Klebsiella pneumoniae,GCF_016903875.1,Klebsiella pneumoniae,57.0,2,2,5557539,124,5204,105,5433
0,Klebsiella pneumoniae,FDAARGOS_1321,Klebsiella pneumoniae,GCF_016903895.1,Klebsiella pneumoniae,57.0,2,2,5442893,121,5052,114,5287
0,Klebsiella pneumoniae,FDAARGOS_1309,Klebsiella pneumoniae,GCF_016903955.1,Klebsiella pneumoniae,57.0,5,5,5605382,123,5164,155,5442
0,Klebsiella pneumoniae,FDAARGOS_1322,Klebsiella pneumoniae,GCF_016904035.1,Klebsiella pneumoniae,57.0,4,4,5447102,130,5085,123,5338
0,Klebsiella pneumoniae,FDAARGOS_1319,Klebsiella pneumoniae,GCF_016904095.1,Klebsiella pneumoniae,57.0,2,2,5521518,123,5141,121,5385
0,Klebsiella pneumoniae,FDAARGOS_1328,Klebsiella pneumoniae,GCF_016904275.1,Klebsiella pneumoniae,57.0,6,6,5758155,125,5510,129,5764
0,Klebsiella pneumoniae,FDAARGOS_1306,Klebsiella pneumoniae,GCF_016904295.1,Klebsiella pneumoniae,57.0,4,4,5562944,126,5218,122,5466
0,Klebsiella pneumoniae,FDAARGOS_1316,Klebsiella pneumoniae,GCF_016904315.1,Klebsiella pneumoniae,57.0,3,3,5489797,121,5099,111,5331
0,Klebsiella pneumoniae,FDAARGOS_1314,Klebsiella pneumoniae,GCF_016904415.1,Klebsiella pneumoniae,57.0,6,6,5702672,123,5408,154,5685
0,Klebsiella pneumoniae,FDAARGOS_1310,Klebsiella pneumoniae,GCF_016904595.1,Klebsiella pneumoniae,57.0,4,4,5592964,124,5155,149,5428
0,Klebsiella pneumoniae,FDAARGOS_1320,Klebsiella pneumoniae,GCF_016904635.1,Klebsiella pneumoniae,57.5,1,1,5271331,121,4896,74,5091
0,Klebsiella pneumoniae,B960,Klebsiella pneumoniae,GCF_016925215.1,Klebsiella pneumoniae,57.0,5,5,5506598,129,5134,140,5403
0,Klebsiella pneumoniae,B1347,Klebsiella pneumoniae,GCF_016925235.1,Klebsiella pneumoniae,57.0,5,5,5504416,129,5132,140,5401
0,Klebsiella pneumoniae,B3824,Klebsiella pneumoniae,GCF_016925275.1,Klebsiella pneumoniae,57.0,5,5,5505287,129,5133,140,5402
0,Klebsiella pneumoniae,B3923,Klebsiella pneumoniae,GCF_016925295.1,Klebsiella pneumoniae,57.0,5,5,5504407,129,5132,140,5401
0,Klebsiella pneumoniae,B5617,Klebsiella pneumoniae,GCF_016925315.1,Klebsiella pneumoniae,56.5,5,5,5841424,131,5536,151,5818
0,Klebsiella pneumoniae,B12097,Klebsiella pneumoniae,GCF_016925355.1,Klebsiella pneumoniae,57.0,4,4,5493060,129,5114,141,5384
0,Klebsiella pneumoniae,B18064,Klebsiella pneumoniae,GCF_016925375.1,Klebsiella pneumoniae,57.0,5,5,5506617,129,5134,140,5403
0,Klebsiella pneumoniae,B28484,Klebsiella pneumoniae,GCF_016925415.1,Klebsiella pneumoniae,57.0,5,5,5507133,129,5129,144,5402
0,Klebsiella pneumoniae,B28906,Klebsiella pneumoniae,GCF_016925435.1,Klebsiella pneumoniae,57.0,3,3,5450493,122,5031,127,5280
0,Klebsiella pneumoniae,KP47693,Klebsiella pneumoniae,GCF_016939535.1,Klebsiella pneumoniae,57.0,5,5,5516587,121,5147,124,5392
0,Klebsiella pneumoniae,KP51069,Klebsiella pneumoniae,GCF_016939675.1,Klebsiella pneumoniae,57.0,5,5,5681342,124,5390,141,5655
0,Klebsiella pneumoniae,KP51248,Klebsiella pneumoniae,GCF_016939695.1,Klebsiella pneumoniae,57.0,4,4,5600113,121,5236,139,5496
0,Klebsiella pneumoniae,KP52810,Klebsiella pneumoniae,GCF_016939755.1,Klebsiella pneumoniae,57.0,4,4,5676569,123,5388,112,5623
0,Klebsiella pneumoniae,KP52813,Klebsiella pneumoniae,GCF_016939775.1,Klebsiella pneumoniae,57.0,7,7,5725869,121,5372,164,5657
0,Klebsiella pneumoniae,KPA4411,Klebsiella pneumoniae,GCF_016939815.1,Klebsiella pneumoniae,57.0,5,5,5698780,124,5402,128,5654
0,Klebsiella pneumoniae,KPA9853,Klebsiella pneumoniae,GCF_016939835.1,Klebsiella pneumoniae,57.0,4,4,5514856,121,5138,124,5383
0,Klebsiella pneumoniae,JNQH116,Klebsiella pneumoniae,GCF_017084505.1,Klebsiella pneumoniae,57.0,4,4,5650669,126,5228,154,5508
0,Klebsiella pneumoniae,JS706,Klebsiella pneumoniae,GCF_017086485.1,Klebsiella pneumoniae,57.0,3,3,5552158,124,5298,103,5525
0,Klebsiella pneumoniae,EGKP3,Klebsiella pneumoniae,GCF_017161135.1,Klebsiella pneumoniae,56.5,8,8,5794831,121,5404,151,5676
0,Klebsiella pneumoniae,EGKP6,Klebsiella pneumoniae,GCF_017161155.1,Klebsiella pneumoniae,56.5,6,6,5746424,125,5445,144,5714
0,Klebsiella pneumoniae,EGKP7,Klebsiella pneumoniae,GCF_017161485.1,Klebsiella pneumoniae,56.5,6,6,5748078,124,5447,145,5716
0,Klebsiella pneumoniae,EGKP4,Klebsiella pneumoniae,GCF_017161505.1,Klebsiella pneumoniae,57.0,6,6,5761802,124,5472,142,5738
0,Klebsiella pneumoniae,IRQBAS102c,Klebsiella pneumoniae,GCF_017277455.1,Klebsiella pneumoniae,57.0,1,1,5330065,114,4974,106,5194
0,Klebsiella pneumoniae,IR5065,Klebsiella pneumoniae,GCF_017310305.1,Klebsiella pneumoniae,56.5,4,4,5773950,126,5469,163,5758
0,Klebsiella pneumoniae,IR5654,Klebsiella pneumoniae,GCF_017310325.1,Klebsiella pneumoniae,57.0,5,5,5672130,125,5383,122,5630
0,Klebsiella pneumoniae,IR5726,Klebsiella pneumoniae,GCF_017310345.1,Klebsiella pneumoniae,57.0,4,4,5801912,121,5516,148,5785
0,Klebsiella pneumoniae,JNK002,Klebsiella pneumoniae,GCF_017310365.1,Klebsiella pneumoniae,56.5,4,4,5859393,125,5607,143,5875
0,Klebsiella pneumoniae,LZK001,Klebsiella pneumoniae,GCF_017310385.1,Klebsiella pneumoniae,57.0,5,5,5541471,128,5160,130,5418
0,Klebsiella pneumoniae,IR5755,Klebsiella pneumoniae,GCF_017310405.1,Klebsiella pneumoniae,56.5,5,5,5797218,124,5493,143,5760
0,Klebsiella pneumoniae,IR5086,Klebsiella pneumoniae,GCF_017310425.1,Klebsiella pneumoniae,56.5,5,5,5717198,122,5374,145,5641
0,Klebsiella pneumoniae subsp. pneumoniae,SA-KpST14,Klebsiella pneumoniae,GCF_017301375.1,Klebsiella pneumoniae subsp. pneumoniae,56.5,6,6,5906615,121,5497,155,5773
0,Klebsiella quasipneumoniae,B2663,Klebsiella quasipneumoniae,GCF_016925255.1,Klebsiella quasipneumoniae,57.5,5,5,5604444,128,5206,117,5451
0,Klebsiella quasipneumoniae,B9067,Klebsiella quasipneumoniae,GCF_016925335.1,Klebsiella quasipneumoniae,57.5,5,5,5603347,129,5203,117,5449
0,Klebsiella quasipneumoniae,B25110,Klebsiella quasipneumoniae,GCF_016925395.1,Klebsiella quasipneumoniae,57.5,5,5,5603348,129,5205,117,5451
0,Klebsiella quasipneumoniae,C3001,Klebsiella quasipneumoniae,GCF_017161385.1,Klebsiella quasipneumoniae,56.5,4,4,5990467,121,5635,207,5963
0,Koleobacter methoxysyntrophicus,NRmbB1,Koleobacter methoxysyntrophicus,GCF_017301615.1,Koleobacter methoxysyntrophicus,40.5,1,1,3102782,71,2910,49,3030
0,Kytococcus sedentarius,FDAARGOS_1200,Kytococcus sedentarius,GCF_016889285.1,Kytococcus sedentarius,72.0,1,1,2448756,56,2223,33,2312
0,Lactiplantibacillus plantarum,Lp900,Lactiplantibacillus plantarum,GCF_016894405.1,Lactiplantibacillus plantarum,44.0,7,7,3366401,86,3028,57,3171
0,Lactiplantibacillus plantarum,GR0128,Lactiplantibacillus plantarum,GCF_017068235.1,Lactiplantibacillus plantarum,44.0,4,4,3333099,93,2970,84,3147
0,Lactiplantibacillus plantarum,12,Lactiplantibacillus plantarum,GCF_017301935.1,Lactiplantibacillus plantarum,44.0,2,2,3310911,92,2977,57,3126
0,Lactococcus cremoris,W34,Lactococcus cremoris,GCF_016921035.1,Lactococcus cremoris,35.5,5,5,2544033,83,2401,158,2642
